Tree	Node A-upos	Node B-upos	Node C-upos	Node D-upos	Node E-upos	Absolute frequency	Relative frequency	Order	Grew-match query	Grew-match URL	Number of nodes	Root node
NOUN >acl (PART <mark VERB >obl ADP) >punct PUNCT	NOUN	PART	VERB	ADP	PUNCT	1	39.7630	ABCDE	pattern {A [upos=NOUN]; C [upos=VERB]; B [upos=PART]; D [upos=ADP]; E [upos=PUNCT]; A -[acl]-> C; C -[mark]-> B; C -[obl]-> D; A -[punct]-> E; A << C; C >> B; C << D; A << E}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DVERB%5D%3B%20B%20%5Bupos%3DPART%5D%3B%20D%20%5Bupos%3DADP%5D%3B%20E%20%5Bupos%3DPUNCT%5D%3B%20A%20-%5Bacl%5D-%3E%20C%3B%20C%20-%5Bmark%5D-%3E%20B%3B%20C%20-%5Bobl%5D-%3E%20D%3B%20A%20-%5Bpunct%5D-%3E%20E%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%3B%20C%20%3C%3C%20D%3B%20A%20%3C%3C%20E%7D	5	NOUN
CCONJ <cc NOUN <compound NOUN >punct PUNCT	CCONJ	NOUN	NOUN	PUNCT		1	39.7630	ABCD	pattern {C [upos=NOUN]; A [upos=CCONJ]; B [upos=NOUN]; D [upos=PUNCT]; C -[cc]-> A; C -[compound]-> B; C -[punct]-> D; C >> A; C >> B; C << D}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DCCONJ%5D%3B%20B%20%5Bupos%3DNOUN%5D%3B%20D%20%5Bupos%3DPUNCT%5D%3B%20C%20-%5Bcc%5D-%3E%20A%3B%20C%20-%5Bcompound%5D-%3E%20B%3B%20C%20-%5Bpunct%5D-%3E%20D%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%3B%20C%20%3C%3C%20D%7D	4	NOUN
PUNCT <punct (NOUN <obl:npmod VERB) <amod NOUN	PUNCT	NOUN	VERB	NOUN		1	39.7630	ABCD	pattern {D [upos=NOUN]; A [upos=PUNCT]; C [upos=VERB]; B [upos=NOUN]; D -[punct]-> A; D -[amod]-> C; C -[obl:npmod]-> B; D >> A; D >> C; C >> B}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BD%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DPUNCT%5D%3B%20C%20%5Bupos%3DVERB%5D%3B%20B%20%5Bupos%3DNOUN%5D%3B%20D%20-%5Bpunct%5D-%3E%20A%3B%20D%20-%5Bamod%5D-%3E%20C%3B%20C%20-%5Bobl%3Anpmod%5D-%3E%20B%3B%20D%20%3E%3E%20A%3B%20D%20%3E%3E%20C%3B%20C%20%3E%3E%20B%7D	4	NOUN
INTJ <discourse PUNCT <punct ADJ <amod NOUN >punct PUNCT	INTJ	PUNCT	ADJ	NOUN	PUNCT	1	39.7630	ABCDE	pattern {D [upos=NOUN]; A [upos=INTJ]; B [upos=PUNCT]; C [upos=ADJ]; E [upos=PUNCT]; D -[discourse]-> A; D -[punct]-> B; D -[amod]-> C; D -[punct]-> E; D >> A; D >> B; D >> C; D << E}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BD%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DINTJ%5D%3B%20B%20%5Bupos%3DPUNCT%5D%3B%20C%20%5Bupos%3DADJ%5D%3B%20E%20%5Bupos%3DPUNCT%5D%3B%20D%20-%5Bdiscourse%5D-%3E%20A%3B%20D%20-%5Bpunct%5D-%3E%20B%3B%20D%20-%5Bamod%5D-%3E%20C%3B%20D%20-%5Bpunct%5D-%3E%20E%3B%20D%20%3E%3E%20A%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%3B%20D%20%3C%3C%20E%7D	5	NOUN
ADJ <amod NOUN <compound NOUN >conj (CCONJ <cc NOUN)	ADJ	NOUN	NOUN	CCONJ	NOUN	1	39.7630	ABCDE	pattern {C [upos=NOUN]; A [upos=ADJ]; B [upos=NOUN]; E [upos=NOUN]; D [upos=CCONJ]; C -[amod]-> A; C -[compound]-> B; C -[conj]-> E; E -[cc]-> D; C >> A; C >> B; C << E; E >> D}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADJ%5D%3B%20B%20%5Bupos%3DNOUN%5D%3B%20E%20%5Bupos%3DNOUN%5D%3B%20D%20%5Bupos%3DCCONJ%5D%3B%20C%20-%5Bamod%5D-%3E%20A%3B%20C%20-%5Bcompound%5D-%3E%20B%3B%20C%20-%5Bconj%5D-%3E%20E%3B%20E%20-%5Bcc%5D-%3E%20D%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%3B%20C%20%3C%3C%20E%3B%20E%20%3E%3E%20D%7D	5	NOUN
PUNCT <punct (ADV <advmod ADJ) <amod NOUN <compound NOUN	PUNCT	ADV	ADJ	NOUN	NOUN	1	39.7630	ABCDE	pattern {E [upos=NOUN]; A [upos=PUNCT]; C [upos=ADJ]; B [upos=ADV]; D [upos=NOUN]; E -[punct]-> A; E -[amod]-> C; C -[advmod]-> B; E -[compound]-> D; E >> A; E >> C; C >> B; E >> D}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BE%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DPUNCT%5D%3B%20C%20%5Bupos%3DADJ%5D%3B%20B%20%5Bupos%3DADV%5D%3B%20D%20%5Bupos%3DNOUN%5D%3B%20E%20-%5Bpunct%5D-%3E%20A%3B%20E%20-%5Bamod%5D-%3E%20C%3B%20C%20-%5Badvmod%5D-%3E%20B%3B%20E%20-%5Bcompound%5D-%3E%20D%3B%20E%20%3E%3E%20A%3B%20E%20%3E%3E%20C%3B%20C%20%3E%3E%20B%3B%20E%20%3E%3E%20D%7D	5	NOUN
ADJ <discourse NOUN	ADJ	NOUN				1	39.7630	AB	pattern {B [upos=NOUN]; A [upos=ADJ]; B -[discourse]-> A; B >> A}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADJ%5D%3B%20B%20-%5Bdiscourse%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D	2	NOUN
PART <advmod ADP <case PROPN <compound NOUN	PART	ADP	PROPN	NOUN		1	39.7630	ABCD	pattern {D [upos=NOUN]; A [upos=PART]; B [upos=ADP]; C [upos=PROPN]; D -[advmod]-> A; D -[case]-> B; D -[compound]-> C; D >> A; D >> B; D >> C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BD%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DPART%5D%3B%20B%20%5Bupos%3DADP%5D%3B%20C%20%5Bupos%3DPROPN%5D%3B%20D%20-%5Badvmod%5D-%3E%20A%3B%20D%20-%5Bcase%5D-%3E%20B%3B%20D%20-%5Bcompound%5D-%3E%20C%3B%20D%20%3E%3E%20A%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%7D	4	NOUN
ADP <case NOUN >acl (PART <mark VERB)	ADP	NOUN	PART	VERB		1	39.7630	ABCD	pattern {B [upos=NOUN]; A [upos=ADP]; D [upos=VERB]; C [upos=PART]; B -[case]-> A; B -[acl]-> D; D -[mark]-> C; B >> A; B << D; D >> C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADP%5D%3B%20D%20%5Bupos%3DVERB%5D%3B%20C%20%5Bupos%3DPART%5D%3B%20B%20-%5Bcase%5D-%3E%20A%3B%20B%20-%5Bacl%5D-%3E%20D%3B%20D%20-%5Bmark%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20D%3B%20D%20%3E%3E%20C%7D	4	NOUN
ADJ <amod NOUN >parataxis (ADV <advmod ADJ) >punct PUNCT	ADJ	NOUN	ADV	ADJ	PUNCT	1	39.7630	ABCDE	pattern {B [upos=NOUN]; A [upos=ADJ]; D [upos=ADJ]; C [upos=ADV]; E [upos=PUNCT]; B -[amod]-> A; B -[parataxis]-> D; D -[advmod]-> C; B -[punct]-> E; B >> A; B << D; D >> C; B << E}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADJ%5D%3B%20D%20%5Bupos%3DADJ%5D%3B%20C%20%5Bupos%3DADV%5D%3B%20E%20%5Bupos%3DPUNCT%5D%3B%20B%20-%5Bamod%5D-%3E%20A%3B%20B%20-%5Bparataxis%5D-%3E%20D%3B%20D%20-%5Badvmod%5D-%3E%20C%3B%20B%20-%5Bpunct%5D-%3E%20E%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20D%3B%20D%20%3E%3E%20C%3B%20B%20%3C%3C%20E%7D	5	NOUN
PART <advmod DET <det NOUN <compound NOUN	PART	DET	NOUN	NOUN		1	39.7630	ABCD	pattern {D [upos=NOUN]; A [upos=PART]; B [upos=DET]; C [upos=NOUN]; D -[advmod]-> A; D -[det]-> B; D -[compound]-> C; D >> A; D >> B; D >> C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BD%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DPART%5D%3B%20B%20%5Bupos%3DDET%5D%3B%20C%20%5Bupos%3DNOUN%5D%3B%20D%20-%5Badvmod%5D-%3E%20A%3B%20D%20-%5Bdet%5D-%3E%20B%3B%20D%20-%5Bcompound%5D-%3E%20C%3B%20D%20%3E%3E%20A%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%7D	4	NOUN
(VERB >compound ADP >conj (CCONJ <cc ADJ)) <amod NOUN	VERB	ADP	CCONJ	ADJ	NOUN	1	39.7630	ABCDE	pattern {E [upos=NOUN]; A [upos=VERB]; B [upos=ADP]; D [upos=ADJ]; C [upos=CCONJ]; E -[amod]-> A; A -[compound]-> B; A -[conj]-> D; D -[cc]-> C; E >> A; A << B; A << D; D >> C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BE%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DVERB%5D%3B%20B%20%5Bupos%3DADP%5D%3B%20D%20%5Bupos%3DADJ%5D%3B%20C%20%5Bupos%3DCCONJ%5D%3B%20E%20-%5Bamod%5D-%3E%20A%3B%20A%20-%5Bcompound%5D-%3E%20B%3B%20A%20-%5Bconj%5D-%3E%20D%3B%20D%20-%5Bcc%5D-%3E%20C%3B%20E%20%3E%3E%20A%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20D%3B%20D%20%3E%3E%20C%7D	5	NOUN
ADJ <amod NOUN >nmod (ADP <case NOUN) >punct PUNCT	ADJ	NOUN	ADP	NOUN	PUNCT	1	39.7630	ABCDE	pattern {B [upos=NOUN]; A [upos=ADJ]; D [upos=NOUN]; C [upos=ADP]; E [upos=PUNCT]; B -[amod]-> A; B -[nmod]-> D; D -[case]-> C; B -[punct]-> E; B >> A; B << D; D >> C; B << E}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADJ%5D%3B%20D%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DADP%5D%3B%20E%20%5Bupos%3DPUNCT%5D%3B%20B%20-%5Bamod%5D-%3E%20A%3B%20B%20-%5Bnmod%5D-%3E%20D%3B%20D%20-%5Bcase%5D-%3E%20C%3B%20B%20-%5Bpunct%5D-%3E%20E%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20D%3B%20D%20%3E%3E%20C%3B%20B%20%3C%3C%20E%7D	5	NOUN
NOUN <compound NOUN >advmod ADV >punct PUNCT	NOUN	NOUN	ADV	PUNCT		1	39.7630	ABCD	pattern {B [upos=NOUN]; A [upos=NOUN]; C [upos=ADV]; D [upos=PUNCT]; B -[compound]-> A; B -[advmod]-> C; B -[punct]-> D; B >> A; B << C; B << D}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DADV%5D%3B%20D%20%5Bupos%3DPUNCT%5D%3B%20B%20-%5Bcompound%5D-%3E%20A%3B%20B%20-%5Badvmod%5D-%3E%20C%3B%20B%20-%5Bpunct%5D-%3E%20D%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%3B%20B%20%3C%3C%20D%7D	4	NOUN
PUNCT <punct (ADJ >conj (CCONJ <cc ADJ)) <amod NOUN	PUNCT	ADJ	CCONJ	ADJ	NOUN	1	39.7630	ABCDE	pattern {E [upos=NOUN]; A [upos=PUNCT]; B [upos=ADJ]; D [upos=ADJ]; C [upos=CCONJ]; E -[punct]-> A; E -[amod]-> B; B -[conj]-> D; D -[cc]-> C; E >> A; E >> B; B << D; D >> C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BE%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DPUNCT%5D%3B%20B%20%5Bupos%3DADJ%5D%3B%20D%20%5Bupos%3DADJ%5D%3B%20C%20%5Bupos%3DCCONJ%5D%3B%20E%20-%5Bpunct%5D-%3E%20A%3B%20E%20-%5Bamod%5D-%3E%20B%3B%20B%20-%5Bconj%5D-%3E%20D%3B%20D%20-%5Bcc%5D-%3E%20C%3B%20E%20%3E%3E%20A%3B%20E%20%3E%3E%20B%3B%20B%20%3C%3C%20D%3B%20D%20%3E%3E%20C%7D	5	NOUN
ADP <case NUM <nummod ADJ <amod NOUN	ADP	NUM	ADJ	NOUN		1	39.7630	ABCD	pattern {D [upos=NOUN]; A [upos=ADP]; B [upos=NUM]; C [upos=ADJ]; D -[case]-> A; D -[nummod]-> B; D -[amod]-> C; D >> A; D >> B; D >> C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BD%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADP%5D%3B%20B%20%5Bupos%3DNUM%5D%3B%20C%20%5Bupos%3DADJ%5D%3B%20D%20-%5Bcase%5D-%3E%20A%3B%20D%20-%5Bnummod%5D-%3E%20B%3B%20D%20-%5Bamod%5D-%3E%20C%3B%20D%20%3E%3E%20A%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%7D	4	NOUN
ADJ <amod NOUN >list ADJ	ADJ	NOUN	ADJ			1	39.7630	ABC	pattern {B [upos=NOUN]; A [upos=ADJ]; C [upos=ADJ]; B -[amod]-> A; B -[list]-> C; B >> A; B << C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADJ%5D%3B%20C%20%5Bupos%3DADJ%5D%3B%20B%20-%5Bamod%5D-%3E%20A%3B%20B%20-%5Blist%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	NOUN
ADJ <amod ADJ <amod NOUN <compound NOUN	ADJ	ADJ	NOUN	NOUN		1	39.7630	ABCD	pattern {D [upos=NOUN]; A [upos=ADJ]; B [upos=ADJ]; C [upos=NOUN]; D -[amod]-> A; D -[amod]-> B; D -[compound]-> C; D >> A; D >> B; D >> C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BD%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADJ%5D%3B%20B%20%5Bupos%3DADJ%5D%3B%20C%20%5Bupos%3DNOUN%5D%3B%20D%20-%5Bamod%5D-%3E%20A%3B%20D%20-%5Bamod%5D-%3E%20B%3B%20D%20-%5Bcompound%5D-%3E%20C%3B%20D%20%3E%3E%20A%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%7D	4	NOUN
ADJ <amod ADJ <amod NOUN <compound NOUN >punct PUNCT	ADJ	ADJ	NOUN	NOUN	PUNCT	1	39.7630	ABCDE	pattern {D [upos=NOUN]; A [upos=ADJ]; B [upos=ADJ]; C [upos=NOUN]; E [upos=PUNCT]; D -[amod]-> A; D -[amod]-> B; D -[compound]-> C; D -[punct]-> E; D >> A; D >> B; D >> C; D << E}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BD%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADJ%5D%3B%20B%20%5Bupos%3DADJ%5D%3B%20C%20%5Bupos%3DNOUN%5D%3B%20E%20%5Bupos%3DPUNCT%5D%3B%20D%20-%5Bamod%5D-%3E%20A%3B%20D%20-%5Bamod%5D-%3E%20B%3B%20D%20-%5Bcompound%5D-%3E%20C%3B%20D%20-%5Bpunct%5D-%3E%20E%3B%20D%20%3E%3E%20A%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%3B%20D%20%3C%3C%20E%7D	5	NOUN
DET <det:predet DET <det ADJ <amod NOUN >punct PUNCT	DET	DET	ADJ	NOUN	PUNCT	1	39.7630	ABCDE	pattern {D [upos=NOUN]; A [upos=DET]; B [upos=DET]; C [upos=ADJ]; E [upos=PUNCT]; D -[det:predet]-> A; D -[det]-> B; D -[amod]-> C; D -[punct]-> E; D >> A; D >> B; D >> C; D << E}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BD%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DDET%5D%3B%20B%20%5Bupos%3DDET%5D%3B%20C%20%5Bupos%3DADJ%5D%3B%20E%20%5Bupos%3DPUNCT%5D%3B%20D%20-%5Bdet%3Apredet%5D-%3E%20A%3B%20D%20-%5Bdet%5D-%3E%20B%3B%20D%20-%5Bamod%5D-%3E%20C%3B%20D%20-%5Bpunct%5D-%3E%20E%3B%20D%20%3E%3E%20A%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%3B%20D%20%3C%3C%20E%7D	5	NOUN
CCONJ <cc NOUN >punct PUNCT	CCONJ	NOUN	PUNCT			1	39.7630	ABC	pattern {B [upos=NOUN]; A [upos=CCONJ]; C [upos=PUNCT]; B -[cc]-> A; B -[punct]-> C; B >> A; B << C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DCCONJ%5D%3B%20C%20%5Bupos%3DPUNCT%5D%3B%20B%20-%5Bcc%5D-%3E%20A%3B%20B%20-%5Bpunct%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	NOUN
ADJ <amod NOUN >conj (CCONJ <cc NOUN >punct PUNCT)	ADJ	NOUN	CCONJ	NOUN	PUNCT	1	39.7630	ABCDE	pattern {B [upos=NOUN]; A [upos=ADJ]; D [upos=NOUN]; C [upos=CCONJ]; E [upos=PUNCT]; B -[amod]-> A; B -[conj]-> D; D -[cc]-> C; D -[punct]-> E; B >> A; B << D; D >> C; D << E}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADJ%5D%3B%20D%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DCCONJ%5D%3B%20E%20%5Bupos%3DPUNCT%5D%3B%20B%20-%5Bamod%5D-%3E%20A%3B%20B%20-%5Bconj%5D-%3E%20D%3B%20D%20-%5Bcc%5D-%3E%20C%3B%20D%20-%5Bpunct%5D-%3E%20E%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20D%3B%20D%20%3E%3E%20C%3B%20D%20%3C%3C%20E%7D	5	NOUN
CCONJ <cc NOUN >acl:relcl (PRON <nsubj VERB)	CCONJ	NOUN	PRON	VERB		1	39.7630	ABCD	pattern {B [upos=NOUN]; A [upos=CCONJ]; D [upos=VERB]; C [upos=PRON]; B -[cc]-> A; B -[acl:relcl]-> D; D -[nsubj]-> C; B >> A; B << D; D >> C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DCCONJ%5D%3B%20D%20%5Bupos%3DVERB%5D%3B%20C%20%5Bupos%3DPRON%5D%3B%20B%20-%5Bcc%5D-%3E%20A%3B%20B%20-%5Bacl%3Arelcl%5D-%3E%20D%3B%20D%20-%5Bnsubj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20D%3B%20D%20%3E%3E%20C%7D	4	NOUN
CCONJ <cc ADJ <amod NOUN >acl (PART <mark VERB)	CCONJ	ADJ	NOUN	PART	VERB	1	39.7630	ABCDE	pattern {C [upos=NOUN]; A [upos=CCONJ]; B [upos=ADJ]; E [upos=VERB]; D [upos=PART]; C -[cc]-> A; C -[amod]-> B; C -[acl]-> E; E -[mark]-> D; C >> A; C >> B; C << E; E >> D}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DCCONJ%5D%3B%20B%20%5Bupos%3DADJ%5D%3B%20E%20%5Bupos%3DVERB%5D%3B%20D%20%5Bupos%3DPART%5D%3B%20C%20-%5Bcc%5D-%3E%20A%3B%20C%20-%5Bamod%5D-%3E%20B%3B%20C%20-%5Bacl%5D-%3E%20E%3B%20E%20-%5Bmark%5D-%3E%20D%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%3B%20C%20%3C%3C%20E%3B%20E%20%3E%3E%20D%7D	5	NOUN
NOUN >advmod ADV >vocative NOUN	NOUN	ADV	NOUN			1	39.7630	ABC	pattern {A [upos=NOUN]; B [upos=ADV]; C [upos=NOUN]; A -[advmod]-> B; A -[vocative]-> C; A << B; A << C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DADV%5D%3B%20C%20%5Bupos%3DNOUN%5D%3B%20A%20-%5Badvmod%5D-%3E%20B%3B%20A%20-%5Bvocative%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	NOUN
ADP <case DET <det NOUN >appos PROPN	ADP	DET	NOUN	PROPN		1	39.7630	ABCD	pattern {C [upos=NOUN]; A [upos=ADP]; B [upos=DET]; D [upos=PROPN]; C -[case]-> A; C -[det]-> B; C -[appos]-> D; C >> A; C >> B; C << D}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADP%5D%3B%20B%20%5Bupos%3DDET%5D%3B%20D%20%5Bupos%3DPROPN%5D%3B%20C%20-%5Bcase%5D-%3E%20A%3B%20C%20-%5Bdet%5D-%3E%20B%3B%20C%20-%5Bappos%5D-%3E%20D%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%3B%20C%20%3C%3C%20D%7D	4	NOUN
ADP <case (ADJ <amod PUNCT <punct NOUN) <compound NOUN	ADP	ADJ	PUNCT	NOUN	NOUN	1	39.7630	ABCDE	pattern {E [upos=NOUN]; A [upos=ADP]; D [upos=NOUN]; B [upos=ADJ]; C [upos=PUNCT]; E -[case]-> A; E -[compound]-> D; D -[amod]-> B; D -[punct]-> C; E >> A; E >> D; D >> B; D >> C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BE%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADP%5D%3B%20D%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DADJ%5D%3B%20C%20%5Bupos%3DPUNCT%5D%3B%20E%20-%5Bcase%5D-%3E%20A%3B%20E%20-%5Bcompound%5D-%3E%20D%3B%20D%20-%5Bamod%5D-%3E%20B%3B%20D%20-%5Bpunct%5D-%3E%20C%3B%20E%20%3E%3E%20A%3B%20E%20%3E%3E%20D%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%7D	5	NOUN
PUNCT <punct PART <advmod NOUN	PUNCT	PART	NOUN			1	39.7630	ABC	pattern {C [upos=NOUN]; A [upos=PUNCT]; B [upos=PART]; C -[punct]-> A; C -[advmod]-> B; C >> A; C >> B}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DPUNCT%5D%3B%20B%20%5Bupos%3DPART%5D%3B%20C%20-%5Bpunct%5D-%3E%20A%3B%20C%20-%5Badvmod%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	NOUN
ADP <case ADJ <amod (PROPN >case PART) <nmod:poss NOUN	ADP	ADJ	PROPN	PART	NOUN	1	39.7630	ABCDE	pattern {E [upos=NOUN]; A [upos=ADP]; B [upos=ADJ]; C [upos=PROPN]; D [upos=PART]; E -[case]-> A; E -[amod]-> B; E -[nmod:poss]-> C; C -[case]-> D; E >> A; E >> B; E >> C; C << D}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BE%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADP%5D%3B%20B%20%5Bupos%3DADJ%5D%3B%20C%20%5Bupos%3DPROPN%5D%3B%20D%20%5Bupos%3DPART%5D%3B%20E%20-%5Bcase%5D-%3E%20A%3B%20E%20-%5Bamod%5D-%3E%20B%3B%20E%20-%5Bnmod%3Aposs%5D-%3E%20C%3B%20C%20-%5Bcase%5D-%3E%20D%3B%20E%20%3E%3E%20A%3B%20E%20%3E%3E%20B%3B%20E%20%3E%3E%20C%3B%20C%20%3C%3C%20D%7D	5	NOUN
ADV <advmod ADP <case NOUN	ADV	ADP	NOUN			1	39.7630	ABC	pattern {C [upos=NOUN]; A [upos=ADV]; B [upos=ADP]; C -[advmod]-> A; C -[case]-> B; C >> A; C >> B}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADV%5D%3B%20B%20%5Bupos%3DADP%5D%3B%20C%20-%5Badvmod%5D-%3E%20A%3B%20C%20-%5Bcase%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	NOUN
NOUN >advmod ADV >vocative PROPN >punct PUNCT	NOUN	ADV	PROPN	PUNCT		1	39.7630	ABCD	pattern {A [upos=NOUN]; B [upos=ADV]; C [upos=PROPN]; D [upos=PUNCT]; A -[advmod]-> B; A -[vocative]-> C; A -[punct]-> D; A << B; A << C; A << D}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DADV%5D%3B%20C%20%5Bupos%3DPROPN%5D%3B%20D%20%5Bupos%3DPUNCT%5D%3B%20A%20-%5Badvmod%5D-%3E%20B%3B%20A%20-%5Bvocative%5D-%3E%20C%3B%20A%20-%5Bpunct%5D-%3E%20D%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%3B%20A%20%3C%3C%20D%7D	4	NOUN
SYM <case NOUN	SYM	NOUN				1	39.7630	AB	pattern {B [upos=NOUN]; A [upos=SYM]; B -[case]-> A; B >> A}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DSYM%5D%3B%20B%20-%5Bcase%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D	2	NOUN
